Well;WellName;WellType;Replicate;Threshold(dRn);Ct(dRn);Quantity(copies);RSq(dRn);Slope(dRn);
C11;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
C12;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
D1;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
D2;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
D3;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
D7;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
D8;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
D9;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
D10;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
D11;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
D12;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
E1;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
E2;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
E3;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
E7;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
E8;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
E9;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
E10;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
E11;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
E12;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
F1;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
F2;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
F3;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
F7;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
F8;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
F9;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
G1;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
G2;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
G3;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
G7;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
G8;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
G9;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
H1;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
H2;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
H3;---;NotinUse;---;0.0300;;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;<2UniqueFAMStandardswithReference;
